"name","calories","protein","fat","sodium","fiber","carbo","sugars","potass","vitamins","rating","Nationality"
"Frosted Mini-Wheats",352.739907229404,10.5821972168821,0,0,10.5821972168821,49.3835870121166,24.6917935060583,352.739907229404,88.1849768073511,58.345141,"US"
"Fruit & Fibre Dates; Walnuts; and Oats",338.630310940228,8.46575777350571,5.64383851567047,451.507081253638,14.1095962891762,33.8630310940228,28.2191925783524,564.383851567047,70.5479814458809,40.917047,"US"
"Fruitful Bran",318.261570432545,7.95653926081363,0,636.523140865091,13.2608987680227,37.1305165504636,31.8261570432545,503.914153184863,66.3044938401136,41.015492,"US"
"Fruity Pebbles",388.013897952345,3.52739907229404,3.52739907229404,476.198874759696,0,45.8561879398226,42.3287888675285,88.1849768073511,88.1849768073511,28.025765,"US"
"Golden Crisp",352.739907229404,7.05479814458809,0,158.732958253232,0,38.8013897952345,52.9109860844107,141.095962891762,88.1849768073511,35.252444,"US"
"Golden Grahams",388.013897952345,3.52739907229404,3.52739907229404,987.671740242332,0,52.9109860844107,31.7465916506464,158.732958253232,88.1849768073511,23.804043,"US"
"Grape Nuts Flakes",352.739907229404,10.5821972168821,3.52739907229404,493.835870121166,10.5821972168821,52.9109860844107,17.6369953614702,299.828921144994,88.1849768073511,52.076897,"US"
"Grape-Nuts",388.013897952345,10.5821972168821,0,599.657842289987,10.5821972168821,59.9657842289987,10.5821972168821,317.465916506464,88.1849768073511,53.371007,"US"
"Great Grains Pecan",423.287888675285,10.5821972168821,10.5821972168821,264.554930422053,10.5821972168821,45.8561879398226,14.1095962891762,352.739907229404,88.1849768073511,45.811716,"US"
"Honey Graham Ohs",423.287888675285,3.52739907229404,7.05479814458809,776.02779590469,3.52739907229404,42.3287888675285,38.8013897952345,158.732958253232,88.1849768073511,21.871292,"US"
"Honey Nut Cheerios",388.013897952345,10.5821972168821,3.52739907229404,881.849768073511,5.29109860844107,40.5650893313815,35.2739907229404,317.465916506464,88.1849768073511,31.072217,"US"
"Honey-comb",388.013897952345,3.52739907229404,0,634.931833012928,0,49.3835870121166,38.8013897952345,123.458967530292,88.1849768073511,28.742414,"US"
"Just Right Crunchy  Nuggets",388.013897952345,7.05479814458809,3.52739907229404,599.657842289987,3.52739907229404,59.9657842289987,21.1643944337643,211.643944337643,352.739907229404,36.523683,"US"
"Just Right Fruit & Nut",379.873746247051,8.14015170529395,2.71338390176465,461.27526329999,5.4267678035293,54.267678035293,24.4204551158818,257.771470667642,271.338390176465,36.471512,"US"
"Kix",388.013897952345,7.05479814458809,3.52739907229404,917.123758796451,0,74.0753805181749,10.5821972168821,141.095962891762,88.1849768073511,39.241114,"US"
"Life",352.739907229404,14.1095962891762,7.05479814458809,529.109860844107,7.05479814458809,42.3287888675285,21.1643944337643,335.102911867934,88.1849768073511,45.328074,"US"
"Lucky Charms",388.013897952345,7.05479814458809,3.52739907229404,634.931833012928,0,42.3287888675285,42.3287888675285,194.006948976172,88.1849768073511,26.734515,"US"
"Maypo",352.739907229404,14.1095962891762,3.52739907229404,0,0,56.4383851567047,10.5821972168821,335.102911867934,88.1849768073511,54.850917,"US"
"Muesli Raisins; Dates; & Almonds",529.109860844107,14.1095962891762,10.5821972168821,335.102911867934,10.5821972168821,56.4383851567047,38.8013897952345,599.657842289987,88.1849768073511,37.136863,"US"
"Muesli Raisins; Peaches; & Pecans",529.109860844107,14.1095962891762,10.5821972168821,529.109860844107,10.5821972168821,56.4383851567047,38.8013897952345,599.657842289987,88.1849768073511,34.139765,"US"
"Mueslix Crispy Blend",376.255901044698,7.05479814458809,4.70319876305873,352.739907229404,7.05479814458809,39.9771894859992,30.5707919598817,376.255901044698,58.7899845382341,30.313351,"US"
"Multi-Grain Cheerios",352.739907229404,7.05479814458809,3.52739907229404,776.02779590469,7.05479814458809,52.9109860844107,21.1643944337643,317.465916506464,88.1849768073511,40.105965,"US"
"Nut&Honey Crunch",423.287888675285,7.05479814458809,3.52739907229404,670.205823735868,0,52.9109860844107,31.7465916506464,141.095962891762,88.1849768073511,29.924285,"US"
"Nutri-Grain Almond-Raisin",371.305165504636,7.95653926081363,5.30435950720909,583.479545793,7.95653926081363,55.6957748256954,18.5652582752318,344.783367968591,66.3044938401136,40.69232,"US"
"Nutri-grain Wheat",317.465916506464,10.5821972168821,0,599.657842289987,10.5821972168821,63.4931833012928,7.05479814458809,317.465916506464,88.1849768073511,59.642837,"US"
"Oatmeal Raisin Crisp",366.849503518581,8.46575777350571,5.64383851567047,479.72627383199,4.23287888675285,38.0959099807757,28.2191925783524,338.630310940228,70.5479814458809,30.450843,"US"
"Post Nat. Raisin Bran",318.261570432545,7.95653926081363,2.65217975360454,530.435950720909,15.9130785216273,29.17397728965,37.1305165504636,689.566735937181,66.3044938401136,37.840594,"US"
"Product 19",352.739907229404,10.5821972168821,0,1128.76770313409,3.52739907229404,70.5479814458809,10.5821972168821,158.732958253232,352.739907229404,41.50354,"US"
"Puffed Rice",352.739907229404,7.05479814458809,0,0,0,91.7123758796452,0,105.821972168821,0,60.756112,"US"
"Puffed Wheat",352.739907229404,14.1095962891762,0,0,7.05479814458809,70.5479814458809,0,352.739907229404,0,63.005645,"US"
"Quaker Oat Squares",352.739907229404,14.1095962891762,3.52739907229404,476.198874759696,7.05479814458809,49.3835870121166,21.1643944337643,388.013897952345,88.1849768073511,49.511874,"US"
"Quaker Oatmeal",352.739907229404,17.6369953614702,7.05479814458809,0,9.52397749519392,-3.52739907229404,-3.52739907229404,388.013897952345,0,50.828392,"US"
"Raisin Bran",318.261570432545,7.95653926081363,2.65217975360454,556.957748256954,13.2608987680227,37.1305165504636,31.8261570432545,636.523140865091,66.3044938401136,39.259197,"US"
"Raisin Nut Bran",352.739907229404,10.5821972168821,7.05479814458809,493.835870121166,8.81849768073511,37.0376902590875,28.2191925783524,493.835870121166,88.1849768073511,39.7034,"US"
"Raisin Squares",317.465916506464,7.05479814458809,0,0,7.05479814458809,52.9109860844107,21.1643944337643,388.013897952345,88.1849768073511,55.333142,"US"
"Rice Chex",388.013897952345,3.52739907229404,0,846.575777350571,0,81.130178662763,7.05479814458809,105.821972168821,88.1849768073511,41.998933,"US"
"Rice Krispies",388.013897952345,7.05479814458809,0,1022.94573096527,0,77.602779590469,10.5821972168821,123.458967530292,88.1849768073511,40.560159,"US"
"Shredded Wheat",339.990272028342,8.49975680070854,0,0,12.7496352010628,67.9980544056683,0,403.738448033656,0,68.235885,"US"
"Shredded Wheat 'n'Bran",317.465916506464,10.5821972168821,0,0,14.1095962891762,67.0205823735868,0,493.835870121166,0,74.472949,"US"
"Shredded Wheat spoon size",317.465916506464,10.5821972168821,0,0,10.5821972168821,70.5479814458809,0,423.287888675285,0,72.801787,"US"
"Smacks",388.013897952345,7.05479814458809,3.52739907229404,246.917935060583,3.52739907229404,31.7465916506464,52.9109860844107,141.095962891762,88.1849768073511,31.230054,"US"
"Special K",388.013897952345,21.1643944337643,0,811.30178662763,3.52739907229404,56.4383851567047,10.5821972168821,194.006948976172,88.1849768073511,53.131324,"US"
"Strawberry Fruit Wheats",317.465916506464,7.05479814458809,0,52.9109860844107,10.5821972168821,52.9109860844107,17.6369953614702,317.465916506464,88.1849768073511,59.363993,"US"
"Total Corn Flakes",388.013897952345,7.05479814458809,3.52739907229404,705.479814458809,0,74.0753805181749,10.5821972168821,123.458967530292,352.739907229404,38.839746,"US"
"Total Raisin Bran",329.223913414111,7.05479814458809,2.35159938152936,446.803882490579,9.40639752611745,35.2739907229404,32.9223913414111,540.867857751753,235.159938152936,28.592785,"US"
"Total Whole Grain",352.739907229404,10.5821972168821,3.52739907229404,705.479814458809,10.5821972168821,56.4383851567047,10.5821972168821,388.013897952345,352.739907229404,46.658844,"US"
"Triples",388.013897952345,7.05479814458809,3.52739907229404,881.849768073511,0,74.0753805181749,10.5821972168821,211.643944337643,88.1849768073511,39.106174,"US"
"Trix",388.013897952345,3.52739907229404,3.52739907229404,493.835870121166,0,45.8561879398226,42.3287888675285,88.1849768073511,88.1849768073511,27.753301,"US"
"Wheat Chex",352.739907229404,10.5821972168821,3.52739907229404,811.30178662763,10.5821972168821,59.9657842289987,10.5821972168821,405.650893313815,88.1849768073511,49.787445,"US"
"Wheaties",352.739907229404,10.5821972168821,3.52739907229404,705.479814458809,10.5821972168821,59.9657842289987,10.5821972168821,388.013897952345,88.1849768073511,51.592193,"US"
"Wheaties Honey Gold",388.013897952345,7.05479814458809,3.52739907229404,705.479814458809,3.52739907229404,56.4383851567047,28.2191925783524,211.643944337643,88.1849768073511,36.187559,"US"
"Choco Krispis",360,5.5,2.9,415,3.1,78,30,0,737.4,39.0079069457862,"BR"
"Skarchitos",369,4.2,0,267,0.9,88,43,0,0,50.7090289458933,"BR"
"Negresco",383,5.9,3.1,322,3.8,81,27,0,252.6,49.8274225644836,"BR"
"Moça Flakes",378,5.5,2.2,391,4.3,82,27,0,197.1,50.9027973960917,"BR"
"Snow Flakes",381,5.7,2.4,415,4,82,24,0,277.3,49.063422191425,"BR"
"Nesfit",310,9.7,2,3.33,11,70,0,0,3.4,75.6583097888961,"BR"
"Passatempo",363,6.7,2.7,286.7,5.7,80,27.7,0,1,57.0300701908286,"BR"
"Crunch",390,6.7,7,2,5.7,73.3,31,0,3.7,55.1189870450592,"BR"
"Multi Grain",390,9,8.7,0.83,9.33,66.7,0,0,0,64.9687884249439,"BR"
"UltraFlakes",373.3,6.6,0,2.9,2.3,86.6,0,0,5,65.7748577950228,"BR"
